StudentID,Full Name,Email,Year of Registration,Year of Studies,Syllabus,Semester,Course Attending,Project Grade,Exam Grade,Final Grade 
902,Ianko Hersonsky,ianko@uoi.gr,VFLHGW9,2019,3,3,6,9,0.5,4.0,null
903,Yulan Yeluri,yulan@uoi.gr,VmnsvoI,2020,2,2,4,9,6.0,10.0,null
904,Ouarda Candido,ouarda@uoi.gr,NWfNkXw,2021,1,1,2,9,1.0,2.0,null
905,Lamyae Duhrkopp,lamyae@uoi.gr,AMap3k4,2021,1,1,2,9,9.0,5.0,null
906,Solano Heyde,solano@uoi.gr,Toh77m6,2021,1,1,2,9,4.5,8.5,null
907,Razmik Lejana,razmik@uoi.gr,I4mo4Hh,2020,2,2,4,9,3.5,10.0,null
908,Reyhan Ormanns,reyhan@uoi.gr,iXbLJIU,2021,1,1,2,9,4.0,3.5,null
909,Aaya Jauqui,aaya@uoi.gr,YCRW0Pv,2021,1,1,2,9,10.0,5.5,null
910,Danille Auferkamp,danille@uoi.gr,Vib7cfH,2017,5,5,10,9,10.0,0.5,null
911,Aldegunda Sieburg,aldegunda@uoi.gr,czFq7NW,2020,2,2,4,9,4.5,0.5,null
912,Conrado Zoucha,conrado@uoi.gr,AVPUQqA,2021,1,1,2,9,8.5,9.0,null
913,Alazne Muhlpointner,alazne@uoi.gr,r0u3hGm,2017,5,5,10,9,0.5,8.5,null
914,Sofiya Golov,sofiya@uoi.gr,sYwgK7O,2021,1,1,2,9,6.0,7.5,null
915,Indalecio Vainson,indalecio@uoi.gr,0gsSC9W,2017,5,5,10,9,9.0,2.0,null
916,Kewal Carbellido,kewal@uoi.gr,cLNUj1X,2021,1,1,2,9,2.0,7.0,null
917,Solangel Portabella,solangel@uoi.gr,c4jgYLh,2021,1,1,2,9,4.0,9.5,null
918,Betsaida Hindrikx,betsaida@uoi.gr,EFkClFR,2019,3,3,6,9,2.0,5.5,null
919,Demetrice Geneste,demetrice@uoi.gr,7v73KW8,2021,1,1,2,9,1.5,2.5,null
920,Mady O mahony,mady@uoi.gr,AvMyKrT,2021,1,1,2,9,2.0,0.0,null
921,Vladyslav Medeiros,vladyslav@uoi.gr,V9iCBCm,2018,4,4,8,9,2.5,9.0,null
922,Edmund Handzhaevsky,edmund@uoi.gr,4NtJAzB,2018,4,4,8,9,5.5,1.0,null
923,Geroni Kachwaha,geroni@uoi.gr,obIiYmd,2018,4,4,8,9,4.5,6.0,null
924,Bocar Schertzer,bocar@uoi.gr,OKOIWCT,2018,4,4,8,9,9.5,9.0,null
925,Xinping Gropyanov,xinping@uoi.gr,kgB7prx,2018,4,4,8,9,8.0,7.5,null
926,Katherin Westensee,katherin@uoi.gr,jRIliTk,2019,3,3,6,9,9.0,1.0,null
927,Albert Sensada,albert@uoi.gr,jI9Mk0h,2017,5,5,10,9,1.0,0.5,null
928,Madelaine Kowalk,madelaine@uoi.gr,M928g5O,2017,5,5,10,9,6.5,5.0,null
929,Tama Fadigas,tama@uoi.gr,KRvupi8,2020,2,2,4,9,8.5,6.5,null
930,Aridane Makhonin,aridane@uoi.gr,O7bjYsu,2021,1,1,2,9,4.0,5.5,null
931,Deneen Buchau,deneen@uoi.gr,HzdoRTh,2021,1,1,2,9,8.5,3.5,null
932,Eline Havlatova,eline@uoi.gr,vkSu5Xf,2021,1,1,2,9,9.5,8.0,null
933,Wendi Lachnett,wendi@uoi.gr,32owdeF,2020,2,2,4,9,5.5,1.5,null
934,Robyn Bellido,robyn@uoi.gr,rvfWJ6D,2018,4,4,8,9,5.5,2.5,null
935,Demarcus Laporte,demarcus@uoi.gr,Fiw3333,2017,5,5,10,9,3.5,6.5,null
936,Abdesamad Weissschuh,abdesamad@uoi.gr,X3yHieY,2018,4,4,8,9,9.5,9.0,null
937,Marylouise Herckelrath,marylouise@uoi.gr,OmpnEO4,2018,4,4,8,9,8.5,3.5,null
938,Yanameyaia Mellinas,yanameyaia@uoi.gr,USEY0Jf,2020,2,2,4,9,3.0,10.0,null
939,Xi Verite,xi@uoi.gr,j6V2Ml0,2019,3,3,6,9,8.0,9.5,null
940,Yohan Kuntschi,yohan@uoi.gr,iNLYhId,2019,3,3,6,9,4.5,10.0,null
941,Maryori Neuschroer,maryori@uoi.gr,B0XgMwH,2017,5,5,10,9,8.0,4.0,null
942,Hosanna Galisteo,hosanna@uoi.gr,bHDO4al,2018,4,4,8,9,8.5,9.0,null
943,Pasqualino Turta,pasqualino@uoi.gr,g8N9JjR,2019,3,3,6,9,7.0,3.5,null
944,Yoanna Galante,yoanna@uoi.gr,UZ2sl3W,2017,5,5,10,9,10.0,0.5,null
945,Didimo Videira,didimo@uoi.gr,RQLpdVY,2017,5,5,10,9,3.0,7.5,null
946,Wifredo Uriko,wifredo@uoi.gr,zXV7G0b,2021,1,1,2,9,9.0,8.5,null
947,Emmaline Por,emmaline@uoi.gr,yRycJB4,2017,5,5,10,9,5.0,2.0,null
948,Thierno Tenholte,thierno@uoi.gr,0fod4c2,2017,5,5,10,9,10.0,8.0,null
949,Toi Zouine,toi@uoi.gr,EqaQ7ND,2021,1,1,2,9,0.0,5.0,null
950,Zahari Zegers,zahari@uoi.gr,QpLxTdS,2021,1,1,2,9,8.0,8.5,null
951,Marillac Makhutov,marillac@uoi.gr,INNwgNF,2021,1,1,2,9,10.0,10.0,null
952,Yeniffer Lindner,yeniffer@uoi.gr,m9zwrej,2018,4,4,8,9,7.0,2.5,null
953,Lupercio Iruzquieta,lupercio@uoi.gr,vofGmvD,2018,4,4,8,9,3.0,3.0,null
954,Ahmad Haya,ahmad@uoi.gr,jEoaPFm,2019,3,3,6,9,6.0,10.0,null
955,Ayoze Reinspach,ayoze@uoi.gr,ReNLJ06,2017,5,5,10,9,5.0,9.0,null
956,Exaltacion Pribylovsky,exaltacion@uoi.gr,a3Qh75q,2018,4,4,8,9,3.0,10.0,null
957,Teresina Duque,,teresina@uoi.gr,dxxH1hP,2019,3,3,6,9,4.0,3.5,null
958,Anabela Magnuson,anabela@uoi.gr,B6ZhaUN,2017,5,5,10,9,0.5,1.5,null
959,Alexi Florit,alexi@uoi.gr,IIZrveB,2017,5,5,10,9,1.0,1.0,null
960,Rubiel Leza,rubiel@uoi.gr,2VfANQO,2020,2,2,4,9,7.5,1.5,null
961,Ezzahraa Wrobel,ezzahraa@uoi.gr,Zfl4DmG,2018,4,4,8,9,1.5,8.5,null
962,Erhard Baladon,erhard@uoi.gr,qAM1Nwn,2020,2,2,4,9,0.5,9.0,null
963,Muhammad Boldea,muhammad@uoi.gr,3J9p6d5,2019,3,3,6,9,2.0,7.0,null
964,Karlos Cuñado,karlos@uoi.gr,acL3XfU,2021,1,1,2,9,4.0,2.5,null
965,Lidija Weixel,lidija@uoi.gr,hICIMhp,2021,1,1,2,9,3.5,9.0,null
966,Amable Talero,amable@uoi.gr,IPLokvw,2020,2,2,4,9,2.0,1.0,null
967,Tessa Bermudez De Castro,tessa@uoi.gr,GW2iswp,2019,3,3,6,9,2.0,9.0,null
968,Nishan Burlacu,nishan@uoi.gr,Xh2Hk7V,2020,2,2,4,9,5.0,1.5,null
969,Dulcenombre Guddat,dulcenombre@uoi.gr,KLRpww0,2017,5,5,10,9,4.5,2.0,null
970,Deseado Lermo,deseado@uoi.gr,zru9HAr,2018,4,4,8,9,5.0,5.5,null
971,Irwin Elhanan,irwin@uoi.gr,xJ8g6s4,2021,1,1,2,9,8.5,0.0,null
972,Jianzhong Cripps,jianzhong@uoi.gr,GQI3jEo,2021,1,1,2,9,4.0,7.5,null
973,Gintaras Naubur,gintaras@uoi.gr,riBtueW,2020,2,2,4,9,3.5,5.5,null
974,Eriz Basofias,eriz@uoi.gr,D7gJTBF,2020,2,2,4,9,8.5,7.0,null
975,Alexandar Souviron,alexandar@uoi.gr,lf96i48,2018,4,4,8,9,0.5,0.5,null
976,Vella Ennis,vella@uoi.gr,UL1ZAX2,2018,4,4,8,9,0.0,7.5,null
977,Islenska Atoche,islenska@uoi.gr,LDbaeno,2021,1,1,2,9,4.0,10.0,null
978,Shakuntala Veigt,shakuntala@uoi.gr,kk2qKxl,2021,1,1,2,9,8.0,9.0,null
979,Eliana Saligrama,eliana@uoi.gr,35RZsel,2020,2,2,4,9,1.0,5.0,null
980,Nolberta Kurray,nolberta@uoi.gr,NOfmusi,2021,1,1,2,9,3.5,0.0,null
981,Jianfu Thiebes,jianfu@uoi.gr,vhNkd1N,2018,4,4,8,9,5.0,5.5,null
982,Reymundo Tschentscher,reymundo@uoi.gr,cKyqL4D,2017,5,5,10,9,0.0,3.5,null
983,Nayem Geronimo,nayem@uoi.gr,1TxdQj4,2018,4,4,8,9,10.0,0.0,null
984,Aidan Ash,aidan@uoi.gr,iD6gx2V,2018,4,4,8,9,4.5,1.5,null
985,Badredine Bajukov,badredine@uoi.gr,XIFOUzc,2021,1,1,2,9,6.5,8.0,null
986,Ferran Rique,ferran@uoi.gr,sCy2tzn,2018,4,4,8,9,6.5,1.5,null
987,Hassen Shifra,hassen@uoi.gr,jcYxIH8,2017,5,5,10,9,2.0,0.5,null
988,Aiqin Jitaru,aiqin@uoi.gr,9W3LVQx,2020,2,2,4,9,0.5,6.5,null
989,Jessia Grunheit,jessia@uoi.gr,ZmHlGE2,2018,4,4,8,9,5.0,2.0,null
990,Sigrid Marenco,sigrid@uoi.gr,zCniA0x,2021,1,1,2,9,0.0,1.0,null
991,Mira Zima,mira@uoi.gr,Ep2sx3V,2021,1,1,2,9,5.5,9.0,null
992,Wahab Picazo,wahab@uoi.gr,8U4Sr1P,2020,2,2,4,9,1.0,5.5,null
993,Mylene Kurka,mylene@uoi.gr,WHd5wBS,2021,1,1,2,9,3.0,5.5,null
994,Yaroslava Vohrmann,yaroslava@uoi.gr,y4FQeAF,2021,1,1,2,9,8.0,3.5,null
995,Meirong Saxe,meirong@uoi.gr,j1E7Gjd,2019,3,3,6,9,4.5,2.0,null
996,Rea Horobryh,rea@uoi.gr,M05r1Xu,2021,1,1,2,9,9.5,10.0,null
997,Enelida Dresler,enelida@uoi.gr,e9udTmE,2019,3,3,6,9,2.0,9.0,null
998,Mellisa Titzsch,mellisa@uoi.gr,00zFm3w,2020,2,2,4,9,6.0,0.0,null
999,Lena Hammerschmid,lena@uoi.gr,0VifXZZ,2017,5,5,10,9,6.5,1.5,null
1000,Olatz Krattenmacher,olatz@uoi.gr,DMl1L0R,2021,1,1,2,9,3.5,2.0,null
1001,Tiffanie Badenes,tiffanie@uoi.gr,GQF34cj,2021,1,1,2,10,9.0,5.0,null
1002,Shaojun Oran,shaojun@uoi.gr,cAmJt3L,2021,1,1,2,10,7.5,6.0,null
1003,Yuhong Bertel,yuhong@uoi.gr,ok1zjON,2021,1,1,2,10,0.5,6.5,null
1004,Restituta Gath,restituta@uoi.gr,dho1y5E,2020,2,2,4,10,6.0,0.0,null
1005,Anneke Street,anneke@uoi.gr,WSJiSBV,2021,1,1,2,10,0.0,5.5,null
1006,Noela Southwick,noela@uoi.gr,PgpvrnV,2019,3,3,6,10,7.0,5.0,null
1007,Vannesa Paparel,vannesa@uoi.gr,0Q7NVNO,2021,1,1,2,10,0.5,9.5,null
1008,Ashleigh Korsthorst,ashleigh@uoi.gr,hnkX5qX,2019,3,3,6,10,3.5,5.5,null
1009,Tsvetomir Kurtha,tsvetomir@uoi.gr,IhAHmjv,2018,4,4,8,10,7.5,7.5,null
1010,Assumpcio Guntiñas,assumpcio@uoi.gr,QG2O8Q6,2017,5,5,10,10,4.5,2.5,null
1011,Cenaida Zhaboev,cenaida@uoi.gr,DLsfApd,2020,2,2,4,10,5.5,9.0,null
1012,Cenobia Torto,cenobia@uoi.gr,K1cjgQM,2018,4,4,8,10,8.0,0.0,null
1013,Madalyn Mendiz,madalyn@uoi.gr,ENpVCE8,2019,3,3,6,10,5.0,5.5,null
1014,Azahar Oñoro,azahar@uoi.gr,fYhZtLm,2020,2,2,4,10,2.0,1.0,null
1015,Necole Schweihs,necole@uoi.gr,J9LWDDL,2017,5,5,10,10,7.0,9.0,null
1016,Salahddine Riveras,salahddine@uoi.gr,cdDsLDe,2020,2,2,4,10,2.0,9.5,null
1017,Qiaoqiao Eckstedt,qiaoqiao@uoi.gr,ZfbFEGJ,2019,3,3,6,10,0.0,7.5,null
1018,Evandro Turulo,evandro@uoi.gr,lGlgURx,2020,2,2,4,10,5.0,1.0,null
1019,Shayna Seromenho,shayna@uoi.gr,WAwvoK6,2021,1,1,2,10,1.5,1.0,null
1020,Shuting Schuhbaum,shuting@uoi.gr,8EQRiXY,2018,4,4,8,10,1.0,8.0,null
1021,Jennine Ninmann,jennine@uoi.gr,Wdqj4LB,2020,2,2,4,10,0.0,4.0,null
1022,Alpidio Buschbaum,alpidio@uoi.gr,zhvUzq2,2019,3,3,6,10,5.5,10.0,null
1023,Zhongyi Bexel,zhongyi@uoi.gr,EaaEVSc,2018,4,4,8,10,1.5,6.0,null
1024,Modesto Pequenoo,modesto@uoi.gr,edPeQsK,2017,5,5,10,10,4.0,1.0,null
1025,Qunwei Montealegre,qunwei@uoi.gr,NgqronC,2020,2,2,4,10,5.0,0.0,null
1026,Chabeli Paesa,chabeli@uoi.gr,E9U3IAF,2021,1,1,2,10,0.5,2.5,null
1027,Lucius Fallert,lucius@uoi.gr,aN7jhnq,2020,2,2,4,10,8.5,4.0,null
1028,Geremias Rusan,geremias@uoi.gr,GovjxjL,2017,5,5,10,10,6.0,7.5,null
1029,Kilyan Diaz De Garayo,kilyan@uoi.gr,al4fwTK,2017,5,5,10,10,9.0,5.0,null
1030,Abubakary Sobas,abubakary@uoi.gr,vgkHFMz,2020,2,2,4,10,7.5,7.0,null
1031,Alvin Ocel,alvin@uoi.gr,RYLk0Oo,2018,4,4,8,10,0.0,8.0,null
1032,Milad Gas,milad@uoi.gr,FevqPEz,2020,2,2,4,10,2.5,8.0,null
1033,Nettie Istria,nettie@uoi.gr,0RBxUB1,2020,2,2,4,10,9.0,4.5,null
1034,Jiaqi Bickard,jiaqi@uoi.gr,5jgjmWV,2021,1,1,2,10,9.0,3.5,null
1035,Tarah Mascareñas,tarah@uoi.gr,c6wNBJo,2020,2,2,4,10,0.0,8.0,null
1036,Houari Sobrados,houari@uoi.gr,9BRr2Vb,2017,5,5,10,10,8.0,9.5,null
1037,Ernst Specht,ernst@uoi.gr,Tz5MG0K,2017,5,5,10,10,4.0,1.5,null
1038,Lorenzo Hoeppner,lorenzo@uoi.gr,0Id4X01,2017,5,5,10,10,5.5,6.5,null
1039,Bess Schmidli,bess@uoi.gr,rpLsJVz,2017,5,5,10,10,6.0,6.0,null
1040,Laticia Wickert,laticia@uoi.gr,XTtIiGW,2018,4,4,8,10,3.0,9.0,null
1041,Fayçal Kordts,fayçal@uoi.gr,qk3GsTB,2017,5,5,10,10,0.0,4.5,null
1042,Bernice Tervooren,bernice@uoi.gr,IRbin4A,2021,1,1,2,10,0.5,4.0,null
1043,Lidiane Vozilov,lidiane@uoi.gr,puE8nDd,2019,3,3,6,10,6.0,3.5,null
1044,Giada Peguinho,giada@uoi.gr,1EdebRe,2021,1,1,2,10,3.0,10.0,null
1045,Raimundas Menitra,raimundas@uoi.gr,FRFvGhv,2020,2,2,4,10,8.5,1.5,null
1046,Balal Buixeda,balal@uoi.gr,82JIiX2,2017,5,5,10,10,1.5,4.0,null
1047,Maricica Ploghoft,maricica@uoi.gr,k6Yrf4R,2020,2,2,4,10,10.0,8.5,null
1048,Milad Muxika,milad@uoi.gr,hGOxFPh,2021,1,1,2,10,7.5,4.5,null
1049,Carroll Gloeck,carroll@uoi.gr,qZiNktg,2021,1,1,2,10,6.5,8.0,null
1050,Arla Ouillon,arla@uoi.gr,G80GmoF,2018,4,4,8,10,10.0,4.0,null
1051,Raimondas Perdigones,raimondas@uoi.gr,tyaIJN2,2020,2,2,4,10,6.0,3.5,null
1052,Vernetta Alkov,vernetta@uoi.gr,JgBpqkC,2017,5,5,10,10,4.0,7.0,null
1053,Daby Titjen,daby@uoi.gr,d1L9DnS,2018,4,4,8,10,5.0,5.5,null
1054,Miriela Santamariña,miriela@uoi.gr,HoxvXaC,2017,5,5,10,10,9.0,1.0,null
1055,Yulieth Diaz De Mendivil,yulieth@uoi.gr,16PHLWP,2018,4,4,8,10,7.5,0.0,null
1056,Emmaline Neverovsky,emmaline@uoi.gr,bKO6whg,2019,3,3,6,10,6.5,2.0,null
1057,Connor Ybañez,connor@uoi.gr,xjCFlO1,2021,1,1,2,10,6.5,7.0,null
1058,Garcilaso Kolodzy,garcilaso@uoi.gr,BTNcjxg,2018,4,4,8,10,5.5,8.5,null
1059,Maximilian Mayster,maximilian@uoi.gr,IO9Uras,2019,3,3,6,10,0.0,0.0,null
1060,Ayten Densborn,ayten@uoi.gr,GLbVlLk,2018,4,4,8,10,1.5,0.5,null
1061,Lisabeth Marzal,lisabeth@uoi.gr,sOGp74I,2019,3,3,6,10,3.0,0.5,null
1062,Maudilia Casafont,maudilia@uoi.gr,B2JuLxj,2017,5,5,10,10,8.0,3.5,null
1063,Daily Elbers,daily@uoi.gr,Yy8me3a,2018,4,4,8,10,7.5,7.0,null
1064,Noli Ruan,noli@uoi.gr,rmqLX1m,2017,5,5,10,10,5.0,9.5,null
1065,Eliud Zhernovoy,eliud@uoi.gr,Eg7mpPT,2021,1,1,2,10,7.0,0.0,null
1066,Seryozha Da Cuña,seryozha@uoi.gr,yVxt22z,2020,2,2,4,10,7.0,9.0,null
1067,Ot Noll,ot@uoi.gr,4mSL1hy,2017,5,5,10,10,9.5,8.5,null
1068,Xaqueline Hombre,xaqueline@uoi.gr,wLewFl4,2021,1,1,2,10,3.0,5.5,null
1069,Domitilo Cotte,domitilo@uoi.gr,5bv1BnR,2020,2,2,4,10,9.5,10.0,null
1070,Junwei Pauli,junwei@uoi.gr,QG11HmL,2017,5,5,10,10,2.5,7.5,null
1071,Helia Flogaus,helia@uoi.gr,Hek30qh,2018,4,4,8,10,1.5,6.5,null
1072,Zohartze Schaugg,zohartze@uoi.gr,kD6027E,2017,5,5,10,10,9.5,1.0,null
1073,Hongyu Sardina,hongyu@uoi.gr,Urim2Qs,2020,2,2,4,10,1.5,9.0,null
1074,Rosal Quinaz,rosal@uoi.gr,7XfCvOs,2017,5,5,10,10,3.0,9.0,null
1075,Birute Hassenjurgen,birute@uoi.gr,l2ry09Q,2018,4,4,8,10,4.0,1.0,null
1076,Emelinda El Ghaoual,emelinda@uoi.gr,xeHGeUw,2019,3,3,6,10,6.0,9.5,null
1077,Eguzki Uhlenwinkel,eguzki@uoi.gr,WVyyAr2,2019,3,3,6,10,1.0,6.5,null
1078,Josefino Vedev,josefino@uoi.gr,eNXtedo,2021,1,1,2,10,6.0,7.5,null
1079,Jodee Balletbo,jodee@uoi.gr,0a4NTxu,2019,3,3,6,10,3.0,7.0,null
1080,Justas Nienheysen,justas@uoi.gr,jRPnfhG,2019,3,3,6,10,8.5,3.5,null
1081,Jean-François Ahrends,jean-françois@uoi.gr,nt5OyNB,2019,3,3,6,10,3.5,1.0,null
1082,Joxe Tagliaferri,joxe@uoi.gr,OjaiLVv,2018,4,4,8,10,9.0,5.0,null
1083,Maybelle Bergerandi,maybelle@uoi.gr,rTUvrLm,2021,1,1,2,10,10.0,3.5,null
1084,Vitoriano Samson,vitoriano@uoi.gr,KdUSLc7,2021,1,1,2,10,5.0,2.5,null
1085,Neculae Bueno,neculae@uoi.gr,FFXjzUN,2017,5,5,10,10,2.5,0.0,null
1086,Yaqi Forgg,yaqi@uoi.gr,WDtpDG7,2020,2,2,4,10,7.5,9.5,null
1087,Shaolin Friedewald,shaolin@uoi.gr,Ice8fPZ,2018,4,4,8,10,7.0,8.0,null
1088,Mei Sedmikova,mei@uoi.gr,s6G1MS6,2018,4,4,8,10,5.0,5.5,null
1089,Clarence Boshoven,clarence@uoi.gr,OjOPVWd,2021,1,1,2,10,10.0,0.0,null
1090,Daylos Markeli,daylos@uoi.gr,MUujBWJ,2021,1,1,2,10,7.0,4.5,null
1091,Felisa Paraja,felisa@uoi.gr,G5acwTF,2019,3,3,6,10,3.5,1.5,null
1092,Spring Redorta,spring@uoi.gr,CtbgIj4,2019,3,3,6,10,0.5,0.5,null
1093,Ahmedou Granov,ahmedou@uoi.gr,9z234yt,2018,4,4,8,10,0.5,3.5,null
1094,Uldarico Knopfel,uldarico@uoi.gr,WIrnTgM,2019,3,3,6,10,5.0,4.0,null
1095,Adila Munte,adila@uoi.gr,v3QjsLE,2019,3,3,6,10,4.5,1.5,null
1096,Yonas Hatukaev,yonas@uoi.gr,r0QKrat,2020,2,2,4,10,5.5,9.5,null
1097,Guohui Freudenthal,guohui@uoi.gr,PdcuAj5,2017,5,5,10,10,7.5,7.0,null
1098,Era Moyano,era@uoi.gr,6LeBRhL,2021,1,1,2,10,2.5,2.5,null
1099,Anais Willemin,anais@uoi.gr,m8DFGul,2019,3,3,6,10,7.5,10.0,null
